filename,contents,Label
D:\docx\Dataset[Learn]\Docx Dataset\Docx[MS]\[DOCX]Dataset[MS]_117.docx,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'content_types.xml', '_rels/.rels', 'word/document.xml', 'word/_rels/document.xml.rels', 'word/footnotes.xml', 'word/endnotes.xml', 'word/footer.xml', 'word/theme/theme.xml', 'word/settings.xml', 'customxml/item.xml', 'customxml/itemprops.xml', 'word/numbering.xml', 'word/styles.xml', 'word/websettings.xml', 'word/fonttable.xml', 'docprops/core.xml', 'docprops/app.xml', 'customxml/_rels/item.xml.rels']",MS
D:\docx\Dataset[Learn]\Docx Dataset\Docx[MS]\[DOCX]Dataset[MS]_118.docx,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'content_types.xml', '_rels/.rels', 'word/document.xml', 'word/_rels/document.xml.rels', 'word/footnotes.xml', 'word/endnotes.xml', 'word/footer.xml', 'word/theme/theme.xml', 'word/settings.xml', 'word/numbering.xml', 'word/styles.xml', 'word/websettings.xml', 'word/fonttable.xml', 'docprops/core.xml', 'docprops/app.xml']",MS
D:\docx\Dataset[Learn]\Docx Dataset\Docx[MS]\[DOCX]Dataset[MS]_119.docx,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'content_types.xml', '_rels/.rels', 'word/document.xml', 'word/_rels/document.xml.rels', 'word/footnotes.xml', 'word/endnotes.xml', 'word/media/image.jpeg', 'word/theme/theme.xml', 'word/settings.xml', 'word/styles.xml', 'word/websettings.xml', 'word/fonttable.xml', 'docprops/core.xml', 'docprops/app.xml']",MS
D:\docx\Dataset[Learn]\Docx Dataset\Docx[MS]\[DOCX]Dataset[MS]_12.docx,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'content_types.xml', '_rels/.rels', 'word/document.xml', 'word/_rels/document.xml.rels', 'word/footnotes.xml', 'word/endnotes.xml', 'word/footer.xml', 'word/theme/theme.xml', 'word/settings.xml', 'word/numbering.xml', 'word/styles.xml', 'word/websettings.xml', 'word/fonttable.xml', 'docprops/core.xml', 'docprops/app.xml']",MS
D:\docx\Dataset[Learn]\Docx Dataset\Docx[MS]\[DOCX]Dataset[MS]_120.docx,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'content_types.xml', '_rels/.rels', 'word/document.xml', 'word/_rels/document.xml.rels', 'word/footnotes.xml', 'word/endnotes.xml', 'word/media/image.png', 'word/media/image.jpeg', 'word/theme/theme.xml', 'word/settings.xml', 'word/numbering.xml', 'word/styles.xml', 'word/websettings.xml', 'word/fonttable.xml', 'docprops/core.xml', 'docprops/app.xml', 'word/_rels/numbering.xml.rels']",MS
D:\docx\Dataset[Learn]\Docx Dataset\Docx[MS]\[DOCX]Dataset[MS]_121.docx,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'content_types.xml', '_rels/.rels', 'word/document.xml', 'word/_rels/document.xml.rels', 'word/footnotes.xml', 'word/endnotes.xml', 'word/footer.xml', 'word/media/image.wmf', 'word/embeddings/microsoft_excel_-_worksheet.xls', 'word/theme/theme.xml', 'word/settings.xml', 'word/numbering.xml', 'word/styles.xml', 'word/websettings.xml', 'word/fonttable.xml', 'docprops/core.xml', 'docprops/app.xml']",MS
D:\docx\Dataset[Learn]\Docx Dataset\Docx[MS]\[DOCX]Dataset[MS]_122.docx,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'content_types.xml', '_rels/.rels', 'word/document.xml', 'word/_rels/document.xml.rels', 'word/footnotes.xml', 'word/endnotes.xml', 'word/theme/theme.xml', 'word/settings.xml', 'customxml/item.xml', 'customxml/itemprops.xml', 'word/styles.xml', 'word/websettings.xml', 'word/fonttable.xml', 'docprops/core.xml', 'docprops/app.xml', 'customxml/_rels/item.xml.rels']",MS
D:\docx\Dataset[Learn]\Docx Dataset\Docx[MS]\[DOCX]Dataset[MS]_123.docx,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'content_types.xml', '_rels/.rels', 'word/document.xml', 'word/_rels/document.xml.rels', 'word/footnotes.xml', 'word/endnotes.xml', 'word/theme/theme.xml', 'word/settings.xml', 'word/numbering.xml', 'word/styles.xml', 'word/websettings.xml', 'word/fonttable.xml', 'docprops/core.xml', 'docprops/app.xml']",MS
D:\docx\Dataset[Learn]\Docx Dataset\Docx[MS]\[DOCX]Dataset[MS]_124.docx,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'content_types.xml', '_rels/.rels', 'word/document.xml', 'word/_rels/document.xml.rels', 'word/footnotes.xml', 'word/endnotes.xml', 'word/footer.xml', 'word/theme/theme.xml', 'word/settings.xml', 'word/glossary/document.xml', 'word/glossary/settings.xml', 'word/glossary/_rels/document.xml.rels', 'customxml/item.xml', 'customxml/itemprops.xml', 'word/numbering.xml', 'word/styles.xml', 'word/websettings.xml', 'word/fonttable.xml', 'word/glossary/styles.xml', 'word/glossary/websettings.xml', 'word/glossary/fonttable.xml', 'docprops/core.xml', 'docprops/app.xml', 'customxml/_rels/item.xml.rels']",MS
D:\docx\Dataset[Learn]\Docx Dataset\Docx[MS]\[DOCX]Dataset[MS]_125.docx,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'content_types.xml', '_rels/.rels', 'word/document.xml', 'word/_rels/document.xml.rels', 'word/footnotes.xml', 'word/endnotes.xml', 'word/theme/theme.xml', 'word/settings.xml', 'customxml/item.xml', 'customxml/itemprops.xml', 'word/numbering.xml', 'word/styles.xml', 'word/websettings.xml', 'word/fonttable.xml', 'docprops/core.xml', 'docprops/app.xml', 'customxml/_rels/item.xml.rels']",MS
D:\docx\Dataset[Learn]\Docx Dataset\Docx[MS]\[DOCX]Dataset[MS]_126.docx,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'content_types.xml', '_rels/.rels', 'word/document.xml', 'word/_rels/document.xml.rels', 'word/footnotes.xml', 'word/endnotes.xml', 'word/header.xml', 'word/footer.xml', 'word/theme/theme.xml', 'word/settings.xml', 'word/styles.xml', 'word/websettings.xml', 'word/fonttable.xml', 'docprops/core.xml', 'docprops/app.xml']",MS
D:\docx\Dataset[Learn]\Docx Dataset\Docx[MS]\[DOCX]Dataset[MS]_127.docx,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'content_types.xml', '_rels/.rels', 'word/document.xml', 'word/_rels/document.xml.rels', 'word/footnotes.xml', 'word/endnotes.xml', 'word/footer.xml', 'word/_rels/footer.xml.rels', 'word/media/image.jpeg', 'word/theme/theme.xml', 'word/settings.xml', 'customxml/item.xml', 'customxml/itemprops.xml', 'word/numbering.xml', 'word/styles.xml', 'word/websettings.xml', 'word/fonttable.xml', 'docprops/core.xml', 'docprops/app.xml', 'customxml/_rels/item.xml.rels']",MS
D:\docx\Dataset[Learn]\Docx Dataset\Docx[MS]\[DOCX]Dataset[MS]_128.docx,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'content_types.xml', '_rels/.rels', 'word/document.xml', 'word/_rels/document.xml.rels', 'word/footnotes.xml', 'word/endnotes.xml', 'word/theme/theme.xml', 'word/settings.xml', 'word/numbering.xml', 'word/styles.xml', 'word/websettings.xml', 'word/fonttable.xml', 'docprops/core.xml', 'docprops/app.xml']",MS
D:\docx\Dataset[Learn]\Docx Dataset\Docx[MS]\[DOCX]Dataset[MS]_129.docx,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'content_types.xml', '_rels/.rels', 'word/document.xml', 'word/_rels/document.xml.rels', 'word/footnotes.xml', 'word/endnotes.xml', 'word/theme/theme.xml', 'word/settings.xml', 'word/styles.xml', 'word/websettings.xml', 'word/fonttable.xml', 'docprops/core.xml', 'docprops/app.xml']",MS
D:\docx\Dataset[Learn]\Docx Dataset\Docx[MS]\[DOCX]Dataset[MS]_13.docx,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'content_types.xml', '_rels/.rels', 'word/document.xml', 'word/_rels/document.xml.rels', 'word/header.xml', 'word/footer.xml', 'word/footnotes.xml', 'word/endnotes.xml', 'word/media/image.png', 'word/embeddings/microsoft_word_document.docx', 'word/media/image.gif', 'word/theme/theme.xml', 'word/media/image.jpeg', 'word/media/image.emf', 'word/settings.xml', 'customxml/itemprops.xml', 'customxml/item.xml', 'word/numbering.xml', 'word/styles.xml', 'word/websettings.xml', 'docprops/core.xml', 'docprops/app.xml', 'word/fonttable.xml', 'customxml/_rels/item.xml.rels']",MS
D:\docx\Dataset[Learn]\Docx Dataset\Docx[MS]\[DOCX]Dataset[MS]_130.docx,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'content_types.xml', '_rels/.rels', 'word/document.xml', 'word/_rels/document.xml.rels', 'word/footnotes.xml', 'word/endnotes.xml', 'word/footer.xml', 'word/header.xml', 'word/_rels/header.xml.rels', 'word/media/image.png', 'word/media/image.jpeg', 'word/theme/theme.xml', 'word/settings.xml', 'customxml/item.xml', 'customxml/itemprops.xml', 'word/numbering.xml', 'word/styles.xml', 'word/websettings.xml', 'word/fonttable.xml', 'docprops/core.xml', 'docprops/app.xml', 'docprops/custom.xml', 'customxml/_rels/item.xml.rels']",MS
D:\docx\Dataset[Learn]\Docx Dataset\Docx[MS]\[DOCX]Dataset[MS]_131.docx,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'content_types.xml', '_rels/.rels', 'word/document.xml', 'word/_rels/document.xml.rels', 'word/footnotes.xml', 'word/endnotes.xml', 'word/header.xml', 'word/footer.xml', 'word/media/image.png', 'word/theme/theme.xml', 'word/settings.xml', 'customxml/item.xml', 'customxml/itemprops.xml', 'word/styles.xml', 'word/websettings.xml', 'word/fonttable.xml', 'docprops/core.xml', 'docprops/app.xml', 'customxml/_rels/item.xml.rels']",MS
D:\docx\Dataset[Learn]\Docx Dataset\Docx[MS]\[DOCX]Dataset[MS]_132.docx,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'content_types.xml', '_rels/.rels', 'word/document.xml', 'word/_rels/document.xml.rels', 'word/footnotes.xml', 'word/endnotes.xml', 'word/media/image.png', 'word/theme/theme.xml', 'word/settings.xml', 'customxml/item.xml', 'customxml/itemprops.xml', 'word/numbering.xml', 'word/styles.xml', 'word/websettings.xml', 'word/fonttable.xml', 'docprops/core.xml', 'docprops/app.xml', 'customxml/_rels/item.xml.rels']",MS
D:\docx\Dataset[Learn]\Docx Dataset\Docx[MS]\[DOCX]Dataset[MS]_133.docx,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'content_types.xml', '_rels/.rels', 'word/document.xml', 'word/_rels/document.xml.rels', 'word/footnotes.xml', 'word/endnotes.xml', 'word/media/image.png', 'word/theme/theme.xml', 'word/settings.xml', 'word/numbering.xml', 'word/styles.xml', 'word/websettings.xml', 'word/fonttable.xml', 'docprops/core.xml', 'docprops/app.xml']",MS
D:\docx\Dataset[Learn]\Docx Dataset\Docx[MS]\[DOCX]Dataset[MS]_134.docx,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'content_types.xml', '_rels/.rels', 'word/document.xml', 'word/_rels/document.xml.rels', 'word/footnotes.xml', 'word/endnotes.xml', 'word/media/image.jpeg', 'word/theme/theme.xml', 'word/settings.xml', 'word/numbering.xml', 'word/styles.xml', 'word/websettings.xml', 'word/fonttable.xml', 'docprops/core.xml', 'docprops/app.xml']",MS
D:\docx\Dataset[Learn]\Docx Dataset\Docx[MS]\[DOCX]Dataset[MS]_135.docx,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'content_types.xml', '_rels/.rels', 'word/document.xml', 'word/_rels/document.xml.rels', 'word/footnotes.xml', 'word/endnotes.xml', 'word/footer.xml', 'word/theme/theme.xml', 'word/settings.xml', 'customxml/item.xml', 'customxml/itemprops.xml', 'word/numbering.xml', 'word/styles.xml', 'word/websettings.xml', 'word/fonttable.xml', 'docprops/core.xml', 'docprops/app.xml', 'docprops/custom.xml', 'customxml/_rels/item.xml.rels']",MS
D:\docx\Dataset[Learn]\Docx Dataset\Docx[MS]\[DOCX]Dataset[MS]_136.docx,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'content_types.xml', '_rels/.rels', 'word/document.xml', 'word/_rels/document.xml.rels', 'word/footnotes.xml', 'word/endnotes.xml', 'word/theme/theme.xml', 'word/settings.xml', 'word/numbering.xml', 'word/styles.xml', 'word/websettings.xml', 'word/fonttable.xml', 'docprops/core.xml', 'docprops/app.xml']",MS
D:\docx\Dataset[Learn]\Docx Dataset\Docx[MS]\[DOCX]Dataset[MS]_137.docx,"['nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'nan', 'content_types.xml', '_rels/.rels', 'word/document.xml', 'word/_rels/document.xml.rels', 'word/footnotes.xml', 'word/endnotes.xml', 'word/media/image.wmf', 'word/embeddings/oleobject.bin', 'word/theme/theme.xml', 'word/settings.xml', 'word/numbering.xml', 'word/styles.xml', 'word/websettings.xml', 'word/fonttable.xml', 'docprops/core.xml', 'docprops/app.xml']",MS
